自助重复,结果类型,项目,数值
316,原尺度边际效应（百分点）,妇间BMI,-0.15298572204813438
316,原尺度边际效应（百分点）,孕周平均,0.31111926666171186
316,链接尺度参数,BMI个体内偏差,0.0031122093955033726
316,链接尺度参数,妇间BMI中心化,-0.023466883232699364
316,链接尺度参数,孕周中心化,0.04140583435261905
316,链接尺度参数,孕周二次项,0.004574110124269864
316,链接尺度参数,年龄中心化,-0.010020466594831048
316,链接尺度参数,截距,-2.683962255933228
316,链接尺度参数,生产次数中心化,0.1829157866794909
317,原尺度边际效应（百分点）,个体内BMI,-0.17966327682688474
317,原尺度边际效应（百分点）,妇间BMI,-0.09110827866477564
317,原尺度边际效应（百分点）,孕周平均,0.36341463311159233
317,链接尺度参数,BMI个体内偏差,-0.02829157188333454
317,链接尺度参数,妇间BMI中心化,-0.014346818451357912
317,链接尺度参数,孕周中心化,0.05050685270503728
317,链接尺度参数,孕周二次项,0.004261507215855792
317,链接尺度参数,年龄中心化,-0.022866539175171594
317,链接尺度参数,截距,-2.713923918234476
317,链接尺度参数,生产次数中心化,0.1773642177305562
318,原尺度边际效应（百分点）,个体内BMI,-0.15432662214152382
318,原尺度边际效应（百分点）,妇间BMI,-0.11790692704952903
318,原尺度边际效应（百分点）,孕周平均,0.3152518486691558
318,链接尺度参数,BMI个体内偏差,-0.023614912821040376
318,链接尺度参数,妇间BMI中心化,-0.018042005744919515
318,链接尺度参数,孕周中心化,0.04255946528555534
318,链接尺度参数,孕周二次项,0.004252660363205628
318,链接尺度参数,年龄中心化,-0.01602714267602319
318,链接尺度参数,截距,-2.6740898951564236
318,链接尺度参数,生产次数中心化,0.1555653696928833
319,原尺度边际效应（百分点）,个体内BMI,-0.13611169148528768
319,原尺度边际效应（百分点）,妇间BMI,-0.21857534984808102
319,原尺度边际效应（百分点）,孕周平均,0.3334306733142432
319,链接尺度参数,BMI个体内偏差,-0.02164523689071102
319,链接尺度参数,妇间BMI中心化,-0.03475906569306824
319,链接尺度参数,孕周中心化,0.04625140131405535
319,链接尺度参数,孕周二次项,0.0045999824875851076
319,链接尺度参数,年龄中心化,-0.01068208818130837
319,链接尺度参数,截距,-2.729370972363549
319,链接尺度参数,生产次数中心化,0.07490892670781732
320,原尺度边际效应（百分点）,个体内BMI,-0.02825741385467391
320,原尺度边际效应（百分点）,妇间BMI,-0.15980271723956804
320,原尺度边际效应（百分点）,孕周平均,0.32806469150907047
320,链接尺度参数,BMI个体内偏差,-0.004589834204469781
320,链接尺度参数,妇间BMI中心化,-0.02595665623632656
320,链接尺度参数,孕周中心化,0.04523665600610259
320,链接尺度参数,孕周二次项,0.0053474268856080285
320,链接尺度参数,年龄中心化,-0.002521938147465014
320,链接尺度参数,截距,-2.7659878958884323
320,链接尺度参数,生产次数中心化,0.15762993550279128
321,原尺度边际效应（百分点）,个体内BMI,-0.2157365314936895
321,原尺度边际效应（百分点）,妇间BMI,-0.0991555337654327
321,原尺度边际效应（百分点）,孕周平均,0.36176050010358085
321,链接尺度参数,BMI个体内偏差,-0.033646985889463285
321,链接尺度参数,妇间BMI中心化,-0.015464626330869253
321,链接尺度参数,孕周中心化,0.04840237591657168
321,链接尺度参数,孕周二次项,0.005303122023831762
321,链接尺度参数,年龄中心化,-0.014246234688185493
321,链接尺度参数,截距,-2.718132361847942
321,链接尺度参数,生产次数中心化,0.16020125536044005
322,原尺度边际效应（百分点）,个体内BMI,-0.5697804940066764
322,原尺度边际效应（百分点）,妇间BMI,-0.06311033197440656
322,原尺度边际效应（百分点）,孕周平均,0.3808029818582326
322,链接尺度参数,BMI个体内偏差,-0.08748994007805007
322,链接尺度参数,妇间BMI中心化,-0.00969060755997375
322,链接尺度参数,孕周中心化,0.051730091974947844
322,链接尺度参数,孕周二次项,0.004671733869089233
322,链接尺度参数,年龄中心化,-0.018947220232941223
322,链接尺度参数,截距,-2.687999215802147
322,链接尺度参数,生产次数中心化,0.07548976558297833
323,原尺度边际效应（百分点）,个体内BMI,-0.1630348240020611
323,原尺度边际效应（百分点）,妇间BMI,-0.15814551360634235
323,原尺度边际效应（百分点）,孕周平均,0.36409839099336555
323,链接尺度参数,BMI个体内偏差,-0.024804251252519432
323,链接尺度参数,妇间BMI中心化,-0.0240603875764656
323,链接尺度参数,孕周中心化,0.04875874362070367
323,链接尺度参数,孕周二次项,0.004345588074531521
323,链接尺度参数,年龄中心化,-0.029208015262285947
323,链接尺度参数,截距,-2.677065006189593
323,链接尺度参数,生产次数中心化,0.15492769141949406
324,原尺度边际效应（百分点）,个体内BMI,-0.09293803801636369
324,原尺度边际效应（百分点）,妇间BMI,-0.10573774429646178
324,原尺度边际效应（百分点）,孕周平均,0.303614614882634
324,链接尺度参数,BMI个体内偏差,-0.014412667082474493
324,链接尺度参数,妇间BMI中心化,-0.01639762296604964
324,链接尺度参数,孕周中心化,0.04160377906681179
324,链接尺度参数,孕周二次项,0.0040998845105609
324,链接尺度参数,年龄中心化,-0.008596918696579497
324,链接尺度参数,截距,-2.6846895237337662
324,链接尺度参数,生产次数中心化,0.10329438846619032
325,原尺度边际效应（百分点）,个体内BMI,-0.10959323889803368
325,原尺度边际效应（百分点）,妇间BMI,-0.14390234482025005
325,原尺度边际效应（百分点）,孕周平均,0.3840434927653842
325,链接尺度参数,BMI个体内偏差,-0.016474954139830186
325,链接尺度参数,妇间BMI中心化,-0.021632580215404016
325,链接尺度参数,孕周中心化,0.04869056877668847
325,链接尺度参数,孕周二次项,0.005795171723037868
325,链接尺度参数,年龄中心化,-0.019770935585836712
325,链接尺度参数,截距,-2.6904927222727033
325,链接尺度参数,生产次数中心化,0.27224074799548065
326,原尺度边际效应（百分点）,个体内BMI,-0.4775242030962784
326,原尺度边际效应（百分点）,妇间BMI,-0.15860149132081314
326,原尺度边际效应（百分点）,孕周平均,0.32711674968159404
326,链接尺度参数,BMI个体内偏差,-0.07662248257323
326,链接尺度参数,妇间BMI中心化,-0.025448846207209146
326,链接尺度参数,孕周中心化,0.04496666747737557
326,链接尺度参数,孕周二次项,0.005821606598191524
326,链接尺度参数,年龄中心化,-0.024249775367590605
326,链接尺度参数,截距,-2.76094614459318
326,链接尺度参数,生产次数中心化,0.15098818866804836
327,原尺度边际效应（百分点）,个体内BMI,-0.12201722036437447
327,原尺度边际效应（百分点）,妇间BMI,-0.2173070685636574
327,原尺度边际效应（百分点）,孕周平均,0.31124184005890004
327,链接尺度参数,BMI个体内偏差,-0.019233464987425418
327,链接尺度参数,妇间BMI中心化,-0.034253918276927676
327,链接尺度参数,孕周中心化,0.04293707192759043
327,链接尺度参数,孕周二次项,0.0044421398974535935
327,链接尺度参数,年龄中心化,-0.029036379276456612
327,链接尺度参数,截距,-2.719190185057885
327,链接尺度参数,生产次数中心化,0.08693050355225242
328,原尺度边际效应（百分点）,个体内BMI,0.12834252817753944
328,原尺度边际效应（百分点）,妇间BMI,-0.2293906916705851
328,原尺度边际效应（百分点）,孕周平均,0.4005078445181069
328,链接尺度参数,BMI个体内偏差,0.019281420264849768
328,链接尺度参数,妇间BMI中心化,-0.034462297055787364
328,链接尺度参数,孕周中心化,0.05146640742913363
328,链接尺度参数,孕周二次项,0.004985052345830611
328,链接尺度参数,年龄中心化,-0.028276641509765717
328,链接尺度参数,截距,-2.680886854695563
328,链接尺度参数,生产次数中心化,0.18580025748138299
329,原尺度边际效应（百分点）,个体内BMI,-0.027623120787108612
329,原尺度边际效应（百分点）,妇间BMI,-0.22731547197484078
329,原尺度边际效应（百分点）,孕周平均,0.3277282745437434
329,链接尺度参数,BMI个体内偏差,-0.0041983691682154056
329,链接尺度参数,妇间BMI中心化,-0.0345491110998179
329,链接尺度参数,孕周中心化,0.04437935626306205
329,链接尺度参数,孕周二次项,0.0037704002847589284
329,链接尺度参数,年龄中心化,-0.010763724815849965
329,链接尺度参数,截距,-2.6610579650608184
329,链接尺度参数,生产次数中心化,0.05554451004539741
330,原尺度边际效应（百分点）,个体内BMI,-0.3122605140828093
330,原尺度边际效应（百分点）,妇间BMI,-0.14803148753630072
330,原尺度边际效应（百分点）,孕周平均,0.341390311925202
330,链接尺度参数,BMI个体内偏差,-0.04980486347418923
330,链接尺度参数,妇间BMI中心化,-0.02361069585849531
330,链接尺度参数,孕周中心化,0.046579431409221175
330,链接尺度参数,孕周二次项,0.005583554581118882
330,链接尺度参数,年龄中心化,-0.015555247008590688
330,链接尺度参数,截距,-2.75020162170416
330,链接尺度参数,生产次数中心化,0.208116880326538
331,原尺度边际效应（百分点）,个体内BMI,-0.25379583715374615
331,原尺度边际效应（百分点）,妇间BMI,-0.2627237760773993
331,原尺度边际效应（百分点）,孕周平均,0.38800083443565964
331,链接尺度参数,BMI个体内偏差,-0.040255692892191976
331,链接尺度参数,妇间BMI中心化,-0.04167179321716739
331,链接尺度参数,孕周中心化,0.05465239853678183
331,链接尺度参数,孕周二次项,0.004183962998650741
331,链接尺度参数,年龄中心化,-0.010207070236951919
331,链接尺度参数,截距,-2.7269961499602515
331,链接尺度参数,生产次数中心化,0.2170154712729608
332,原尺度边际效应（百分点）,个体内BMI,-0.25941822015057364
332,原尺度边际效应（百分点）,妇间BMI,-0.15092640493955387
332,原尺度边际效应（百分点）,孕周平均,0.3704475350490948
332,链接尺度参数,BMI个体内偏差,-0.03950024674873314
332,链接尺度参数,妇间BMI中心化,-0.022980769170921365
332,链接尺度参数,孕周中心化,0.04942555066967299
332,链接尺度参数,孕周二次项,0.004662182349687764
332,链接尺度参数,年龄中心化,-0.0016019463344108657
332,链接尺度参数,截距,-2.677507493906358
332,链接尺度参数,生产次数中心化,0.14444855448759147
333,原尺度边际效应（百分点）,个体内BMI,-0.05123208520415333
333,原尺度边际效应（百分点）,妇间BMI,-0.2537311754841503
333,原尺度边际效应（百分点）,孕周平均,0.28237777127228825
333,链接尺度参数,BMI个体内偏差,-0.008242099390515636
333,链接尺度参数,妇间BMI中心化,-0.04081968474402822
333,链接尺度参数,孕周中心化,0.03809907526794414
333,链接尺度参数,孕周二次项,0.00574253078523997
333,链接尺度参数,年龄中心化,-0.013347776854357058
333,链接尺度参数,截距,-2.7627089170657566
333,链接尺度参数,生产次数中心化,0.1376400014181844
334,原尺度边际效应（百分点）,个体内BMI,-0.09206413376326501
334,原尺度边际效应（百分点）,妇间BMI,-0.1522852005009037
334,原尺度边际效应（百分点）,孕周平均,0.3328374872420046
334,链接尺度参数,BMI个体内偏差,-0.014755936057608972
334,链接尺度参数,妇间BMI中心化,-0.024408101062350168
334,链接尺度参数,孕周中心化,0.0453687470887916
334,链接尺度参数,孕周二次项,0.0053798447517655786
334,链接尺度参数,年龄中心化,-0.015664829345159795
334,链接尺度参数,截距,-2.7521181695202315
334,链接尺度参数,生产次数中心化,0.15842431271342414
335,原尺度边际效应（百分点）,个体内BMI,-0.28176540171698466
335,原尺度边际效应（百分点）,妇间BMI,-0.15369765432482044
335,原尺度边际效应（百分点）,孕周平均,0.3762344139914584
335,链接尺度参数,BMI个体内偏差,-0.04425345272639195
335,链接尺度参数,妇间BMI中心化,-0.024139414698801796
335,链接尺度参数,孕周中心化,0.05113272174648497
335,链接尺度参数,孕周二次项,0.005122080862796125
335,链接尺度参数,年龄中心化,-0.010415707018509312
335,链接尺度参数,截距,-2.7254722739412514
335,链接尺度参数,生产次数中心化,0.1947686356168111
336,原尺度边际效应（百分点）,个体内BMI,-0.15811616581027363
336,原尺度边际效应（百分点）,妇间BMI,-0.1742687930043265
336,原尺度边际效应（百分点）,孕周平均,0.40745845691567245
336,链接尺度参数,BMI个体内偏差,-0.023868913524411308
336,链接尺度参数,妇间BMI中心化,-0.026307283185800164
336,链接尺度参数,孕周中心化,0.05558883963845022
336,链接尺度参数,孕周二次项,0.0034380518541115776
336,链接尺度参数,年龄中心化,-0.03433390016937404
336,链接尺度参数,截距,-2.657889830932775
336,链接尺度参数,生产次数中心化,0.10118636698837756
337,原尺度边际效应（百分点）,个体内BMI,-0.03187861682328043
337,原尺度边际效应（百分点）,妇间BMI,-0.16190495955055967
337,原尺度边际效应（百分点）,孕周平均,0.31766834034207553
